# OCT iter       1000;   J_T =   5.367238810491E-03;   pulse_id =          2                                                                                                                                                                                   
#               time [ns]        phase(E) [rad/pi]
   5.3678678678678677E+00  -1.4195117413428515E-01
   5.4429429429429437E+00  -1.4195433694173462E-01
   5.5180180180180187E+00  -1.4194568204188607E-01
   5.5930930930930929E+00  -1.4193008776752636E-01
   5.6681681681681688E+00  -1.4191296489449040E-01
   5.7432432432432439E+00  -1.4189968085279742E-01
   5.8183183183183180E+00  -1.4189503108864041E-01
   5.8933933933933940E+00  -1.4190280417471338E-01
   5.9684684684684690E+00  -1.4192547457903909E-01
   6.0435435435435441E+00  -1.4196404201197649E-01
   6.1186186186186191E+00  -1.4201802073854111E-01
   6.1936936936936942E+00  -1.4208556787192950E-01
   6.2687687687687692E+00  -1.4216372784022804E-01
   6.3438438438438443E+00  -1.4224876183906976E-01
   6.4189189189189193E+00  -1.4233652650253428E-01
   6.4939939939939944E+00  -1.4242286510740945E-01
   6.5690690690690685E+00  -1.4250397687817340E-01
   6.6441441441441436E+00  -1.4257673468978962E-01
   6.7192192192192195E+00  -1.4263892793261795E-01
   6.7942942942942937E+00  -1.4268941482607833E-01
   6.8693693693693687E+00  -1.4272817647061994E-01
   6.9444444444444446E+00  -1.4275627294006474E-01
   7.0195195195195188E+00  -1.4277570933192466E-01
   7.0945945945945939E+00  -1.4278922652031481E-01
   7.1696696696696698E+00  -1.4280003698615634E-01
   7.2447447447447439E+00  -1.4281153011191244E-01
   7.3198198198198190E+00  -1.4282697333747182E-01
   7.3948948948948949E+00  -1.4284923530773064E-01
   7.4699699699699700E+00  -1.4288055452732359E-01
   7.5450450450450441E+00  -1.4292237226135004E-01
   7.6201201201201201E+00  -1.4297524194551622E-01
   7.6951951951951951E+00  -1.4303881988758657E-01
   7.7702702702702693E+00  -1.4311193438000433E-01
   7.8453453453453452E+00  -1.4319272333164157E-01
   7.9204204204204212E+00  -1.4327882487416793E-01
   7.9954954954954944E+00  -1.4336760159540313E-01
   8.0705705705705704E+00  -1.4345637731970604E-01
   8.1456456456456454E+00  -1.4354266565091772E-01
   8.2207207207207205E+00  -1.4362437155854701E-01
   8.2957957957957955E+00  -1.4369995072622699E-01
   8.3708708708708706E+00  -1.4376851574084060E-01
   8.4459459459459456E+00  -1.4382988304233038E-01
   8.5210210210210207E+00  -1.4388455949561482E-01
   8.5960960960960957E+00  -1.4393367217423075E-01
   8.6711711711711708E+00  -1.4397884920541290E-01
   8.7462462462462458E+00  -1.4402206309913407E-01
   8.8213213213213209E+00  -1.4406545066612983E-01
   8.8963963963963959E+00  -1.4411112523209588E-01
   8.9714714714714709E+00  -1.4416099721783679E-01
   9.0465465465465460E+00  -1.4421661818546075E-01
   9.1216216216216210E+00  -1.4427906116384234E-01
   9.1966966966966961E+00  -1.4434884661747457E-01
   9.2717717717717711E+00  -1.4442591911380179E-01
   9.3468468468468462E+00  -1.4450967500150402E-01
   9.4219219219219212E+00  -1.4459903673321728E-01
   9.4969969969969981E+00  -1.4469256534728980E-01
   9.5720720720720713E+00  -1.4478859948594086E-01
   9.6471471471471464E+00  -1.4488540745811801E-01
   9.7222222222222232E+00  -1.4498133837221491E-01
   9.7972972972972965E+00  -1.4507495921388283E-01
   9.8723723723723715E+00  -1.4516516673031513E-01
   9.9474474474474484E+00  -1.4525126580997966E-01
   1.0022522522522522E+01  -1.4533300937678151E-01
   1.0097597597597597E+01  -1.4541059831535025E-01
   1.0172672672672673E+01  -1.4548464331438885E-01
   1.0247747747747747E+01  -1.4555609351912108E-01
   1.0322822822822822E+01  -1.4562613934243385E-01
   1.0397897897897899E+01  -1.4569609856884122E-01
   1.0472972972972972E+01  -1.4576729590946882E-01
   1.0548048048048047E+01  -1.4584094638019854E-01
   1.0623123123123124E+01  -1.4591805226873900E-01
   1.0698198198198197E+01  -1.4599932206863825E-01
   1.0773273273273272E+01  -1.4608511768712296E-01
   1.0848348348348349E+01  -1.4617543364227317E-01
   1.0923423423423422E+01  -1.4626990907598914E-01
   1.0998498498498497E+01  -1.4636787048641225E-01
   1.1073573573573574E+01  -1.4646840040304562E-01
   1.1148648648648647E+01  -1.4657042504340842E-01
   1.1223723723723724E+01  -1.4667281250099076E-01
   1.1298798798798799E+01  -1.4677447234202134E-01
   1.1373873873873872E+01  -1.4687444766721724E-01
   1.1448948948948949E+01  -1.4697199167389402E-01
   1.1524024024024024E+01  -1.4706662241263396E-01
   1.1599099099099098E+01  -1.4715815159828546E-01
   1.1674174174174174E+01  -1.4724668580170458E-01
   1.1749249249249250E+01  -1.4733260089462058E-01
   1.1824324324324323E+01  -1.4741649302156373E-01
   1.1899399399399400E+01  -1.4749911141730937E-01
   1.1974474474474475E+01  -1.4758127988949760E-01
   1.2049549549549550E+01  -1.4766381460245601E-01
   1.2124624624624625E+01  -1.4774744585257502E-01
   1.2199699699699700E+01  -1.4783275082247133E-01
   1.2274774774774775E+01  -1.4792010293471600E-01
   1.2349849849849850E+01  -1.4800964157318180E-01
   1.2424924924924925E+01  -1.4810126383734967E-01
   1.2500000000000000E+01  -1.4819463789891696E-01
   1.2575075075075075E+01  -1.4828923567316210E-01
   1.2650150150150150E+01  -1.4838438106649038E-01
   1.2725225225225225E+01  -1.4847930909351342E-01
   1.2800300300300300E+01  -1.4857323065824349E-01
   1.2875375375375375E+01  -1.4866539768515577E-01
   1.2950450450450450E+01  -1.4875516346418288E-01
   1.3025525525525527E+01  -1.4884203345992139E-01
   1.3100600600600600E+01  -1.4892570240781070E-01
   1.3175675675675677E+01  -1.4900607432151819E-01
   1.3250750750750752E+01  -1.4908326314812312E-01
   1.3325825825825826E+01  -1.4915757329837123E-01
   1.3400900900900902E+01  -1.4922946113860971E-01
   1.3475975975975977E+01  -1.4929948062326609E-01
   1.3551051051051051E+01  -1.4936821829775304E-01
   1.3626126126126128E+01  -1.4943622453824151E-01
   1.3701201201201203E+01  -1.4950394872983860E-01
   1.3776276276276276E+01  -1.4957168583042199E-01
   1.3851351351351353E+01  -1.4963954033935079E-01
   1.3926426426426428E+01  -1.4970741126751411E-01
   1.4001501501501501E+01  -1.4977499871896716E-01
   1.4076576576576578E+01  -1.4984182973829313E-01
   1.4151651651651653E+01  -1.4990729875945627E-01
   1.4226726726726726E+01  -1.4997071676513005E-01
   1.4301801801801803E+01  -1.5003136329493508E-01
   1.4376876876876878E+01  -1.5008853654489765E-01
   1.4451951951951951E+01  -1.5014159849688430E-01
   1.4527027027027028E+01  -1.5019001366890641E-01
   1.4602102102102103E+01  -1.5023338109892834E-01
   1.4677177177177180E+01  -1.5027145923426005E-01
   1.4752252252252253E+01  -1.5030418255188160E-01
   1.4827327327327328E+01  -1.5033166743607571E-01
   1.4902402402402405E+01  -1.5035420381115167E-01
   1.4977477477477478E+01  -1.5037222901909320E-01
   1.5052552552552553E+01  -1.5038628194204109E-01
   1.5127627627627630E+01  -1.5039693841399299E-01
   1.5202702702702704E+01  -1.5040473299157481E-01
   1.5277777777777779E+01  -1.5041007613616092E-01
   1.5352852852852855E+01  -1.5041317858040262E-01
   1.5427927927927930E+01  -1.5041399507775097E-01
   1.5503003003003004E+01  -1.5041219738084802E-01
   1.5578078078078081E+01  -1.5040718145606000E-01
   1.5653153153153156E+01  -1.5039810767956849E-01
   1.5728228228228229E+01  -1.5038396665127340E-01
   1.5803303303303306E+01  -1.5036365894798276E-01
   1.5878378378378381E+01  -1.5033607581620825E-01
   1.5953453453453454E+01  -1.5030016982393346E-01
   1.6028528528528533E+01  -1.5025500917548043E-01
   1.6103603603603606E+01  -1.5019981519787423E-01
   1.6178678678678679E+01  -1.5013398746209211E-01
   1.6253753753753756E+01  -1.5005712334608834E-01
   1.6328828828828829E+01  -1.4996903763988381E-01
   1.6403903903903906E+01  -1.4986978331733586E-01
   1.6478978978978983E+01  -1.4975966837260957E-01
   1.6554054054054056E+01  -1.4963925799199987E-01
   1.6629129129129129E+01  -1.4950934875015440E-01
   1.6704204204204206E+01  -1.4937090367799569E-01
   1.6779279279279280E+01  -1.4922494420329455E-01
   1.6854354354354356E+01  -1.4907240566199936E-01
   1.6929429429429433E+01  -1.4891397444462739E-01
   1.7004504504504506E+01  -1.4874993338329109E-01
   1.7079579579579580E+01  -1.4858004468491881E-01
   1.7154654654654657E+01  -1.4840349507921005E-01
   1.7229729729729730E+01  -1.4821891652744923E-01
   1.7304804804804807E+01  -1.4802448059330628E-01
   1.7379879879879883E+01  -1.4781804955023409E-01
   1.7454954954954957E+01  -1.4759735677859234E-01
   1.7530030030030030E+01  -1.4736018606085108E-01
   1.7605105105105107E+01  -1.4710452481508712E-01
   1.7680180180180180E+01  -1.4682867825209425E-01
   1.7755255255255257E+01  -1.4653134582414051E-01
   1.7830330330330334E+01  -1.4621167308582719E-01
   1.7905405405405407E+01  -1.4586929680631144E-01
   1.7980480480480480E+01  -1.4550439670037676E-01
   1.8055555555555557E+01  -1.4511775453431752E-01
   1.8130630630630630E+01  -1.4471080481844933E-01
   1.8205705705705707E+01  -1.4428564703326952E-01
   1.8280780780780784E+01  -1.4384498359507422E-01
   1.8355855855855857E+01  -1.4339195462236465E-01
   1.8430930930930931E+01  -1.4292986021736451E-01
   1.8506006006006007E+01  -1.4246178920591307E-01
   1.8581081081081084E+01  -1.4199020236862628E-01
   1.8656156156156158E+01  -1.4151653918222168E-01
   1.8731231231231234E+01  -1.4104092265290874E-01
   1.8806306306306308E+01  -1.4056202385282474E-01
   1.8881381381381381E+01  -1.4007711866103106E-01
   1.8956456456456458E+01  -1.3958233137641068E-01
   1.9031531531531535E+01  -1.3907302358433143E-01
   1.9106606606606608E+01  -1.3854426191143257E-01
   1.9181681681681685E+01  -1.3799129166943871E-01
   1.9256756756756758E+01  -1.3740995589105898E-01
   1.9331831831831831E+01  -1.3679702588931142E-01
   1.9406906906906908E+01  -1.3615044059644940E-01
   1.9481981981981985E+01  -1.3546947629961353E-01
   1.9557057057057058E+01  -1.3475487685263382E-01
   1.9632132132132135E+01  -1.3400896336059823E-01
   1.9707207207207208E+01  -1.3323571533232217E-01
   1.9782282282282281E+01  -1.3244078268009427E-01
   1.9857357357357358E+01  -1.3163136365320488E-01
   1.9932432432432435E+01  -1.3081588067924835E-01
   2.0007507507507508E+01  -1.3000341102733265E-01
   2.0082582582582585E+01  -1.2920287974289277E-01
   2.0157657657657658E+01  -1.2842208631170013E-01
   2.0232732732732732E+01  -1.2766669539814385E-01
   2.0307807807807809E+01  -1.2693935662920755E-01
   2.0382882882882885E+01  -1.2623911568218213E-01
   2.0457957957957959E+01  -1.2556123664129928E-01
   2.0533033033033036E+01  -1.2489748337380331E-01
   2.0608108108108109E+01  -1.2423682407204853E-01
   2.0683183183183182E+01  -1.2356644967062740E-01
   2.0758258258258259E+01  -1.2287295163234004E-01
   2.0833333333333336E+01  -1.2214349703801521E-01
   2.0908408408408409E+01  -1.2136686741216875E-01
   2.0983483483483486E+01  -1.2053428036632627E-01
   2.1058558558558559E+01  -1.1963997135234002E-01
   2.1133633633633632E+01  -1.1868155698311360E-01
   2.1208708708708709E+01  -1.1766021724144948E-01
   2.1283783783783786E+01  -1.1658071775982976E-01
   2.1358858858858859E+01  -1.1545125421992361E-01
   2.1433933933933936E+01  -1.1428305833518007E-01
   2.1509009009009009E+01  -1.1308968254624820E-01
   2.1584084084084083E+01  -1.1188589747720937E-01
   2.1659159159159163E+01  -1.1068619837754103E-01
   2.1734234234234236E+01  -1.0950301291220356E-01
   2.1809309309309310E+01  -1.0834480620227734E-01
   2.1884384384384386E+01  -1.0721435654193041E-01
   2.1959459459459460E+01  -1.0610749829358909E-01
   2.2034534534534536E+01  -1.0501258412722486E-01
   2.2109609609609613E+01  -1.0391081419348328E-01
   2.2184684684684687E+01  -1.0277743948599995E-01
   2.2259759759759760E+01  -1.0158370384709255E-01
   2.2334834834834837E+01  -1.0029927571524797E-01
   2.2409909909909910E+01  -9.8894859202662111E-02
   2.2484984984984987E+01  -9.7344673046358618E-02
   2.2560060060060064E+01  -9.5628539676237925E-02
   2.2635135135135137E+01  -9.3733417228748464E-02
   2.2710210210210210E+01  -9.1654309148051144E-02
   2.2785285285285287E+01  -8.9394571890483443E-02
   2.2860360360360360E+01  -8.6965690199929876E-02
   2.2935435435435437E+01  -8.4386593986335981E-02
   2.3010510510510514E+01  -8.1682561125743111E-02
   2.3085585585585587E+01  -7.8883712147828078E-02
   2.3160660660660660E+01  -7.6023087946807885E-02
   2.3235735735735737E+01  -7.3134335404270334E-02
   2.3310810810810811E+01  -7.0249113206972066E-02
   2.3385885885885887E+01  -6.7394450297372177E-02
   2.3460960960960964E+01  -6.4590400503274789E-02
   2.3536036036036037E+01  -6.1848391253411225E-02
   2.3611111111111111E+01  -5.9170627169249597E-02
   2.3686186186186188E+01  -5.6550773211660597E-02
   2.3761261261261261E+01  -5.3975930213402759E-02
   2.3836336336336338E+01  -5.1429674630754464E-02
   2.3911411411411414E+01  -4.8895720342159110E-02
   2.3986486486486488E+01  -4.6361624775663274E-02
   2.4061561561561565E+01  -4.3821939988690259E-02
   2.4136636636636638E+01  -4.1280312705153782E-02
   2.4211711711711711E+01  -3.8750247279603349E-02
   2.4286786786786788E+01  -3.6254513679126167E-02
   2.4361861861861865E+01  -3.3823439082510613E-02
   2.4436936936936938E+01  -3.1492495072293486E-02
   2.4512012012012015E+01  -2.9299635343701835E-02
   2.4587087087087088E+01  -2.7282749331621885E-02
   2.4662162162162161E+01  -2.5477422261771836E-02
   2.4737237237237242E+01  -2.3915010153664172E-02
   2.4812312312312315E+01  -2.2620925836334800E-02
   2.4887387387387388E+01  -2.1613031319361965E-02
   2.4962462462462465E+01  -2.0900133427374321E-02
   2.5037537537537538E+01  -2.0480727817616593E-02
   2.5112612612612615E+01  -2.0342254843650171E-02
   2.5187687687687692E+01  -2.0461155111363198E-02
   2.5262762762762765E+01  -2.0803917842039197E-02
   2.5337837837837839E+01  -2.1329124079194968E-02
   2.5412912912912915E+01  -2.1990259580772917E-02
   2.5487987987987989E+01  -2.2738883363450285E-02
   2.5563063063063066E+01  -2.3527650209942921E-02
   2.5638138138138142E+01  -2.4312730549172611E-02
   2.5713213213213216E+01  -2.5055339497484140E-02
   2.5788288288288289E+01  -2.5722329820963827E-02
   2.5863363363363366E+01  -2.6286046418884611E-02
   2.5938438438438439E+01  -2.6723804517909292E-02
   2.6013513513513512E+01  -2.7017385253753173E-02
   2.6088588588588589E+01  -2.7152830744923431E-02
   2.6163663663663659E+01  -2.7120608410930055E-02
   2.6238738738738736E+01  -2.6915984014373461E-02
   2.6313813813813812E+01  -2.6539289924812932E-02
   2.6388888888888886E+01  -2.5995770782870659E-02
   2.6463963963963963E+01  -2.5294848605549473E-02
   2.6539039039039039E+01  -2.4448918365164111E-02
   2.6614114114114109E+01  -2.3472050496336088E-02
   2.6689189189189186E+01  -2.2379110249652494E-02
   2.6764264264264263E+01  -2.1185718917521027E-02
   2.6839339339339336E+01  -1.9909181699830941E-02
   2.6914414414414413E+01  -1.8570094719963504E-02
   2.6989489489489490E+01  -1.7193987230412221E-02
   2.7064564564564559E+01  -1.5812216072430420E-02
   2.7139639639639636E+01  -1.4461488543085422E-02
   2.7214714714714713E+01  -1.3181801711781859E-02
   2.7289789789789786E+01  -1.2013091282436647E-02
   2.7364864864864863E+01  -1.0991277255674475E-02
   2.7439939939939940E+01  -1.0144526893651822E-02
   2.7515015015015010E+01  -9.4904057556146337E-03
   2.7590090090090087E+01  -9.0342648967396046E-03
   2.7665165165165163E+01  -8.7688894854698017E-03
   2.7740240240240237E+01  -8.6752469261985321E-03
   2.7815315315315313E+01  -8.7241509287113439E-03
   2.7890390390390390E+01  -8.8787254509093711E-03
   2.7965465465465460E+01  -9.0975885399088279E-03
   2.8040540540540537E+01  -9.3385982558974647E-03
   2.8115615615615614E+01  -9.5628185975749017E-03
   2.8190690690690687E+01  -9.7381647437365989E-03
   2.8265765765765764E+01  -9.8420962643104171E-03
   2.8340840840840841E+01  -9.8628292406421660E-03
   2.8415915915915910E+01  -9.7988385573751606E-03
   2.8490990990990987E+01  -9.6568446821791078E-03
   2.8566066066066067E+01  -9.4489020177467055E-03
   2.8641141141141137E+01  -9.1895006299057436E-03
   2.8716216216216214E+01  -8.8936621090794244E-03
   2.8791291291291291E+01  -8.5768072672969525E-03
   2.8866366366366361E+01  -8.2567146418570624E-03
   2.8941441441441441E+01  -7.9572557704975632E-03
   2.9016516516516518E+01  -7.7129239288362241E-03
   2.9091591591591595E+01  -7.5726403107889235E-03
   2.9166666666666664E+01  -7.6010985701653305E-03
   2.9241741741741741E+01  -7.8761236850306143E-03
   2.9316816816816818E+01  -8.4812085164600436E-03
   2.9391891891891891E+01  -9.4934520648624326E-03
   2.9466966966966968E+01  -1.0968322409475879E-02
   2.9542042042042045E+01  -1.2923690872133322E-02
   2.9617117117117115E+01  -1.5326144903349393E-02
   2.9692192192192191E+01  -1.8082526360081837E-02
   2.9767267267267268E+01  -2.1038965414992408E-02
   2.9842342342342342E+01  -2.3988523288388446E-02
   2.9917417417417418E+01  -2.6687125802065722E-02
   2.9992492492492495E+01  -2.8876019097233127E-02
   3.0067567567567565E+01  -3.0307802646310712E-02
   3.0142642642642642E+01  -3.0772453836879429E-02
   3.0217717717717719E+01  -3.0119737921424666E-02
   3.0292792792792792E+01  -2.8274842755510430E-02
   3.0367867867867869E+01  -2.5244780156978213E-02
   3.0442942942942945E+01  -2.1114119419094055E-02
   3.0518018018018015E+01  -1.6030358124737014E-02
   3.0593093093093092E+01  -1.0181906069283918E-02
   3.0668168168168169E+01  -3.7745770275586449E-03
   3.0743243243243242E+01   2.9859929781142209E-03
   3.0818318318318319E+01   9.9000411253165888E-03
   3.0893393393393396E+01   1.6766137084142627E-02
   3.0968468468468465E+01   2.3365099314587686E-02
   3.1043543543543542E+01   2.9444788363408601E-02
   3.1118618618618619E+01   3.4716328407718711E-02
   3.1193693693693692E+01   3.8869281870373952E-02
   3.1268768768768769E+01   4.1607612065139944E-02
   3.1343843843843846E+01   4.2702396701148650E-02
   3.1418918918918916E+01   4.2052553035952962E-02
   3.1493993993993993E+01   3.9740501371255933E-02
   3.1569069069069069E+01   3.6065087842052160E-02
   3.1644144144144143E+01   3.1532696440554980E-02
   3.1719219219219219E+01   2.6796137172263385E-02
   3.1794294294294296E+01   2.2551065311800022E-02
   3.1869369369369366E+01   1.9420282678125182E-02
   3.1944444444444443E+01   1.7861552185190359E-02
   3.2019519519519520E+01   1.8120859669315245E-02
   3.2094594594594589E+01   2.0232054243168252E-02
   3.2169669669669666E+01   2.4048810864682236E-02
   3.2244744744744743E+01   2.9290142180918577E-02
   3.2319819819819820E+01   3.5583783892015081E-02
   3.2394894894894897E+01   4.2499511315215059E-02
   3.2469969969969974E+01   4.9574002001678219E-02
   3.2545045045045043E+01   5.6336152037046353E-02
   3.2620120120120120E+01   6.2342130392368876E-02
   3.2695195195195197E+01   6.7221447241568089E-02
   3.2770270270270267E+01   7.0723632003311207E-02
   3.2845345345345343E+01   7.2748536305825034E-02
   3.2920420420420420E+01   7.3347630545063963E-02
   3.2995495495495490E+01   7.2696403795840664E-02
   3.3070570570570567E+01   7.1050086116170891E-02
   3.3145645645645644E+01   6.8698284393969078E-02
   3.3220720720720720E+01   6.5927750482380781E-02
   3.3295795795795797E+01   6.2992875242321042E-02
   3.3370870870870874E+01   6.0089116350537722E-02
   3.3445945945945944E+01   5.7328680759114167E-02
   3.3521021021021021E+01   5.4725662090261598E-02
   3.3596096096096097E+01   5.2201029784398896E-02
   3.3671171171171167E+01   4.9611741417577689E-02
   3.3746246246246244E+01   4.6796455933553437E-02
   3.3821321321321321E+01   4.3622176039632608E-02
   3.3896396396396391E+01   4.0018249624319956E-02
   3.3971471471471467E+01   3.5993922251558334E-02
   3.4046546546546544E+01   3.1643688853161656E-02
   3.4121621621621621E+01   2.7143989638081376E-02
   3.4196696696696698E+01   2.2737318702736944E-02
   3.4271771771771775E+01   1.8695003219860874E-02
   3.4346846846846844E+01   1.5256296471299002E-02
   3.4421921921921921E+01   1.2558262363028774E-02
   3.4496996996996998E+01   1.0586635872056062E-02
   3.4572072072072068E+01   9.1772904958469133E-03
   3.4647147147147145E+01   8.0751314672711273E-03
   3.4722222222222221E+01   7.0246542416259909E-03
   3.4797297297297291E+01   5.8486690620859942E-03
   3.4872372372372375E+01   4.4831044622442541E-03
   3.4947447447447452E+01   2.9652929219917750E-03
   3.5022522522522522E+01   1.3959887504788693E-03
   3.5097597597597598E+01  -1.0263431553334493E-04
   3.5172672672672675E+01  -1.4234326119298218E-03
   3.5247747747747745E+01  -2.5063598955059403E-03
   3.5322822822822822E+01  -3.3656901467258426E-03
   3.5397897897897899E+01  -4.1022564609851766E-03
   3.5472972972972968E+01  -4.8865748468277688E-03
   3.5548048048048045E+01  -5.9094300774381560E-03
   3.5623123123123122E+01  -7.3158960525015792E-03
   3.5698198198198199E+01  -9.1502144195052468E-03
   3.5773273273273276E+01  -1.1332116507051843E-02
   3.5848348348348352E+01  -1.3667056259772600E-02
   3.5923423423423422E+01  -1.5879507560757095E-02
   3.5998498498498499E+01  -1.7658179666488874E-02
   3.6073573573573576E+01  -1.8708891396233655E-02
   3.6148648648648646E+01  -1.8813291040039780E-02
   3.6223723723723722E+01  -1.7884210142849844E-02
   3.6298798798798799E+01  -1.5997525674126965E-02
   3.6373873873873869E+01  -1.3379483719059044E-02
   3.6448948948948946E+01  -1.0345797205745175E-02
   3.6524024024024023E+01  -7.2159553158692913E-03
   3.6599099099099099E+01  -4.2410557721500632E-03
   3.6674174174174176E+01  -1.5717845589949446E-03
   3.6749249249249253E+01   7.3488095910663356E-04
   3.6824324324324323E+01   2.6910509209505610E-03
   3.6899399399399400E+01   4.3521398729663404E-03
   3.6974474474474476E+01   5.7881462032359334E-03
   3.7049549549549546E+01   7.0408798110310061E-03
   3.7124624624624623E+01   8.0709259256182327E-03
   3.7199699699699700E+01   8.7256101390975095E-03
   3.7274774774774770E+01   8.7678968388081591E-03
   3.7349849849849846E+01   7.9758405292854485E-03
   3.7424924924924923E+01   6.2706222581895548E-03
   3.7500000000000000E+01   3.8030964797576179E-03
   3.7575075075075077E+01   9.5088741731462066E-04
   3.7650150150150154E+01  -1.7685014058606415E-03
   3.7725225225225223E+01  -3.8206883580417465E-03
   3.7800300300300300E+01  -4.7613974386811536E-03
   3.7875375375375377E+01  -4.3047334166990943E-03
   3.7950450450450447E+01  -2.3637666636533885E-03
   3.8025525525525524E+01   9.1877728254133924E-04
   3.8100600600600600E+01   5.1565516753610966E-03
   3.8175675675675670E+01   9.7556886660612775E-03
   3.8250750750750747E+01   1.4026000986455844E-02
   3.8325825825825824E+01   1.7345213681239743E-02
   3.8400900900900901E+01   1.9309449226759128E-02
   3.8475975975975977E+01   1.9806583838108117E-02
   3.8551051051051054E+01   1.8997562545350569E-02
   3.8626126126126124E+01   1.7238201766369185E-02
   3.8701201201201201E+01   1.4985375381723415E-02
   3.8776276276276278E+01   1.2712557392840872E-02
   3.8851351351351347E+01   1.0838940171136813E-02
   3.8926426426426424E+01   9.6723617092233250E-03
   3.9001501501501501E+01   9.3743683139030903E-03
   3.9076576576576571E+01   9.9592419080103134E-03
   3.9151651651651648E+01   1.1328114451624512E-02
   3.9226726726726724E+01   1.3321012618689954E-02
   3.9301801801801801E+01   1.5760153048346170E-02
   3.9376876876876878E+01   1.8466641782483608E-02
   3.9451951951951955E+01   2.1252877262183646E-02
   3.9527027027027025E+01   2.3908351358635688E-02
   3.9602102102102101E+01   2.6197416095217970E-02
   3.9677177177177178E+01   2.7876744211410006E-02
   3.9752252252252248E+01   2.8727521070015985E-02
   3.9827327327327325E+01   2.8590834395055921E-02
   3.9902402402402402E+01   2.7395587083285971E-02
   3.9977477477477471E+01   2.5172830466537462E-02
   4.0052552552552548E+01   2.2054857671547887E-02
   4.0127627627627625E+01   1.8260561544486267E-02
   4.0202702702702702E+01   1.4070837807864408E-02
   4.0277777777777779E+01   9.7989486612806362E-03
